source,name,area,paired_tool,paired_tool_exists,bytes,lines,has_shebang,has_main_guard,docstring
bench/airgap_audit_ci_smoke.py,airgap_audit_ci_smoke.py,airgap,bench/airgap_audit.py,True,2999,75,True,True,Smoke test for air-gap audit artifact generation.
bench/bench_artifact_manifest_ci_smoke.py,bench_artifact_manifest_ci_smoke.py,bench,bench/bench_artifact_manifest.py,True,22103,513,True,True,Stdlib-only CI smoke gate for benchmark artifact manifests.
bench/bench_matrix_audit_ci_smoke.py,bench_matrix_audit_ci_smoke.py,bench,bench/bench_matrix_audit.py,True,4815,121,True,True,Stdlib-only CI smoke gate for benchmark matrix audits.
bench/bench_result_index_ci_smoke.py,bench_result_index_ci_smoke.py,bench,bench/bench_result_index.py,True,29014,657,True,True,Stdlib-only CI smoke gate for benchmark result indexing.
bench/bench_smoke_manifest_ci_smoke.py,bench_smoke_manifest_ci_smoke.py,bench,bench/bench_smoke_manifest.py,True,2865,94,True,True,CI smoke for bench_smoke_manifest.
bench/bench_trend_export_ci_smoke.py,bench_trend_export_ci_smoke.py,bench,bench/bench_trend_export.py,True,29268,741,True,True,Stdlib-only CI smoke gate for benchmark trend exports.
bench/build_compare_ci_smoke.py,build_compare_ci_smoke.py,build,bench/build_compare.py,True,18421,499,True,True,Stdlib-only CI smoke gate for host-side build benchmark comparisons.
bench/build_pair_manifest_audit_ci_smoke.py,build_pair_manifest_audit_ci_smoke.py,build,bench/build_pair_manifest_audit.py,True,782,34,True,True,Smoke gate for build_pair_manifest_audit.py.
bench/build_pair_select_ci_smoke.py,build_pair_select_ci_smoke.py,build,bench/build_pair_select.py,True,4864,127,True,True,Smoke gate for build_pair_select.py.
bench/dashboard_digest_ci_smoke.py,dashboard_digest_ci_smoke.py,dashboard,bench/dashboard_digest.py,True,1945,56,True,True,Smoke test for dashboard digest artifact generation.
bench/dashboard_freshness_audit_ci_smoke.py,dashboard_freshness_audit_ci_smoke.py,dashboard,bench/dashboard_freshness_audit.py,True,2686,73,True,True,Smoke test for dashboard freshness audit artifact generation.
bench/dashboard_sidecar_audit_ci_smoke.py,dashboard_sidecar_audit_ci_smoke.py,dashboard,bench/dashboard_sidecar_audit.py,True,1988,49,True,True,Smoke test for dashboard sidecar audit artifact generation.
bench/dataset_answer_bias_audit_ci_smoke.py,dataset_answer_bias_audit_ci_smoke.py,dataset,bench/dataset_answer_bias_audit.py,True,6558,172,True,True,Stdlib-only smoke gate for dataset_answer_bias_audit.py.
bench/dataset_answer_position_audit_ci_smoke.py,dataset_answer_position_audit_ci_smoke.py,dataset,bench/dataset_answer_position_audit.py,True,3627,97,True,True,Stdlib-only CI smoke gate for dataset_answer_position_audit.py.
bench/dataset_choice_audit_ci_smoke.py,dataset_choice_audit_ci_smoke.py,dataset,bench/dataset_choice_audit.py,True,10738,269,True,True,Stdlib-only smoke gate for dataset_choice_audit.py.
bench/dataset_choice_length_audit_ci_smoke.py,dataset_choice_length_audit_ci_smoke.py,dataset,bench/dataset_choice_length_audit.py,True,3956,114,True,True,CI smoke test for dataset_choice_length_audit.py.
bench/dataset_choice_similarity_audit_ci_smoke.py,dataset_choice_similarity_audit_ci_smoke.py,dataset,bench/dataset_choice_similarity_audit.py,True,4725,127,True,True,CI smoke test for dataset_choice_similarity_audit.py.
bench/dataset_ci_smoke.py,dataset_ci_smoke.py,dataset,bench/dataset.py,False,71828,1803,True,True,Stdlib-only CI smoke gate for host-side eval dataset tooling.
bench/dataset_contamination_audit_ci_smoke.py,dataset_contamination_audit_ci_smoke.py,dataset,bench/dataset_contamination_audit.py,True,5830,155,True,True,Stdlib-only smoke gate for dataset_contamination_audit.py.
bench/dataset_content_hash_audit_ci_smoke.py,dataset_content_hash_audit_ci_smoke.py,dataset,bench/dataset_content_hash_audit.py,True,5071,151,True,True,Stdlib-only CI smoke gate for dataset content hash audits.
bench/dataset_duplicate_audit_ci_smoke.py,dataset_duplicate_audit_ci_smoke.py,dataset,bench/dataset_duplicate_audit.py,True,5096,144,True,True,Stdlib-only CI smoke gate for dataset duplicate audits.
bench/dataset_fingerprint_ci_smoke.py,dataset_fingerprint_ci_smoke.py,dataset,bench/dataset_fingerprint.py,True,6138,157,True,True,Stdlib-only smoke gate for dataset_fingerprint.py.
bench/dataset_fingerprint_diff_ci_smoke.py,dataset_fingerprint_diff_ci_smoke.py,dataset,bench/dataset_fingerprint_diff.py,True,6854,177,True,True,Stdlib-only smoke gate for dataset_fingerprint_diff.py.
bench/dataset_id_audit_ci_smoke.py,dataset_id_audit_ci_smoke.py,dataset,bench/dataset_id_audit.py,True,6751,186,True,True,Stdlib-only smoke gate for dataset_id_audit.py.
bench/dataset_index_ci_smoke.py,dataset_index_ci_smoke.py,dataset,bench/dataset_index.py,True,5099,135,True,True,Stdlib-only smoke gate for dataset_index.py.
bench/dataset_label_audit_ci_smoke.py,dataset_label_audit_ci_smoke.py,dataset,bench/dataset_label_audit.py,True,5375,136,True,True,Stdlib-only CI smoke gate for dataset label audit.
bench/dataset_leak_audit_ci_smoke.py,dataset_leak_audit_ci_smoke.py,dataset,bench/dataset_leak_audit.py,True,7057,195,True,True,Stdlib-only smoke gate for dataset_leak_audit.py.
bench/dataset_length_bucket_audit_ci_smoke.py,dataset_length_bucket_audit_ci_smoke.py,dataset,bench/dataset_length_bucket_audit.py,True,915,37,True,True,CI smoke runner for dataset_length_bucket_audit.py.
bench/dataset_license_audit_ci_smoke.py,dataset_license_audit_ci_smoke.py,dataset,bench/dataset_license_audit.py,True,2575,88,True,True,Smoke gate for dataset_license_audit.py.
bench/dataset_manifest_audit_ci_smoke.py,dataset_manifest_audit_ci_smoke.py,dataset,bench/dataset_manifest_audit.py,True,3569,99,True,True,CI smoke test for dataset_manifest_audit.py.
bench/dataset_mix_audit_ci_smoke.py,dataset_mix_audit_ci_smoke.py,dataset,bench/dataset_mix_audit.py,True,3839,114,True,True,CI smoke test for dataset_mix_audit.py.
bench/dataset_order_audit_ci_smoke.py,dataset_order_audit_ci_smoke.py,dataset,bench/dataset_order_audit.py,True,7807,215,True,True,Stdlib-only smoke gate for dataset_order_audit.py.
bench/dataset_pack_ci_smoke.py,dataset_pack_ci_smoke.py,dataset,bench/dataset_pack.py,True,9403,255,True,True,Stdlib-only smoke gate for dataset_pack.py and HCEval inspection.
bench/dataset_prompt_choice_overlap_audit_ci_smoke.py,dataset_prompt_choice_overlap_audit_ci_smoke.py,dataset,bench/dataset_prompt_choice_overlap_audit.py,True,4995,137,True,True,CI smoke test for dataset_prompt_choice_overlap_audit.py.
bench/dataset_provenance_audit_ci_smoke.py,dataset_provenance_audit_ci_smoke.py,dataset,bench/dataset_provenance_audit.py,True,8083,214,True,True,Stdlib-only smoke gate for dataset_provenance_audit.py.
bench/dataset_provenance_balance_audit_ci_smoke.py,dataset_provenance_balance_audit_ci_smoke.py,dataset,bench/dataset_provenance_balance_audit.py,True,6399,171,True,True,CI smoke gate for dataset_provenance_balance_audit.py.
bench/dataset_roundtrip_audit_ci_smoke.py,dataset_roundtrip_audit_ci_smoke.py,dataset,bench/dataset_roundtrip_audit.py,True,5475,153,True,True,Stdlib-only smoke gate for dataset_roundtrip_audit.py.
bench/dataset_schema_audit_ci_smoke.py,dataset_schema_audit_ci_smoke.py,dataset,bench/dataset_schema_audit.py,True,7847,210,True,True,Stdlib-only smoke gate for dataset_schema_audit.py.
bench/dataset_select_ci_smoke.py,dataset_select_ci_smoke.py,dataset,bench/dataset_select.py,True,2917,83,True,True,Stdlib-only smoke gate for dataset_select.py.
bench/dataset_slice_manifest_ci_smoke.py,dataset_slice_manifest_ci_smoke.py,dataset,bench/dataset_slice_manifest.py,True,4579,122,True,True,Stdlib-only smoke gate for dataset_slice_manifest.py.
bench/dataset_split_balance_audit_ci_smoke.py,dataset_split_balance_audit_ci_smoke.py,dataset,bench/dataset_split_balance_audit.py,True,4251,110,True,True,Stdlib-only CI smoke gate for dataset_split_balance_audit.py.
bench/dataset_split_overlap_audit_ci_smoke.py,dataset_split_overlap_audit_ci_smoke.py,dataset,bench/dataset_split_overlap_audit.py,True,3940,111,True,True,CI smoke test for dataset_split_overlap_audit.py.
bench/dataset_stats_report_ci_smoke.py,dataset_stats_report_ci_smoke.py,dataset,bench/dataset_stats_report.py,True,4173,106,True,True,Stdlib-only CI smoke gate for dataset_stats_report.py.
bench/dataset_text_audit_ci_smoke.py,dataset_text_audit_ci_smoke.py,dataset,bench/dataset_text_audit.py,True,3884,115,True,True,CI smoke test for dataset_text_audit.py.
bench/eval_artifact_drift_audit_ci_smoke.py,eval_artifact_drift_audit_ci_smoke.py,eval,bench/eval_artifact_drift_audit.py,True,2424,83,True,True,CI smoke gate for eval artifact drift auditing.
bench/eval_artifact_identity_audit_ci_smoke.py,eval_artifact_identity_audit_ci_smoke.py,eval,bench/eval_artifact_identity_audit.py,True,4029,125,True,True,CI smoke gate for eval_artifact_identity_audit.py.
bench/eval_baseline_ci_smoke.py,eval_baseline_ci_smoke.py,eval,bench/eval_baseline.py,True,3194,87,True,True,Stdlib-only CI smoke gate for eval_baseline.py.
bench/eval_calibration_audit_ci_smoke.py,eval_calibration_audit_ci_smoke.py,eval,bench/eval_calibration_audit.py,True,5359,149,True,True,Stdlib-only CI smoke gate for eval calibration audits.
bench/eval_choice_distribution_audit_ci_smoke.py,eval_choice_distribution_audit_ci_smoke.py,eval,bench/eval_choice_distribution_audit.py,True,3271,85,True,True,Stdlib-only CI smoke gate for eval_choice_distribution_audit.py.
bench/eval_choice_map_audit_ci_smoke.py,eval_choice_map_audit_ci_smoke.py,eval,bench/eval_choice_map_audit.py,True,1238,44,True,True,CI smoke for eval_choice_map_audit.py.
bench/eval_compare_ci_smoke.py,eval_compare_ci_smoke.py,eval,bench/eval_compare.py,True,8314,231,True,True,Stdlib-only CI smoke gate for HolyC-vs-llama eval comparison.
bench/eval_confusion_audit_ci_smoke.py,eval_confusion_audit_ci_smoke.py,eval,bench/eval_confusion_audit.py,True,6547,179,True,True,Stdlib-only CI smoke gate for eval confusion audits.
bench/eval_disagreement_audit_ci_smoke.py,eval_disagreement_audit_ci_smoke.py,eval,bench/eval_disagreement_audit.py,True,5113,129,True,True,Stdlib-only CI smoke gate for eval disagreement audits.
bench/eval_efficiency_frontier_ci_smoke.py,eval_efficiency_frontier_ci_smoke.py,eval,bench/eval_efficiency_frontier.py,True,2791,96,True,True,CI smoke gate for eval efficiency frontier reports.
bench/eval_entropy_audit_ci_smoke.py,eval_entropy_audit_ci_smoke.py,eval,bench/eval_entropy_audit.py,True,4799,139,True,True,Stdlib-only CI smoke gate for eval entropy audits.
bench/eval_error_overlap_audit_ci_smoke.py,eval_error_overlap_audit_ci_smoke.py,eval,bench/eval_error_overlap_audit.py,True,3883,112,True,True,Smoke gate for eval_error_overlap_audit.py.
bench/eval_hash_audit_ci_smoke.py,eval_hash_audit_ci_smoke.py,eval,bench/eval_hash_audit.py,True,8404,207,True,True,Stdlib-only CI smoke gate for eval hash audits.
bench/eval_identity_audit_ci_smoke.py,eval_identity_audit_ci_smoke.py,eval,bench/eval_identity_audit.py,True,3955,122,True,True,CI smoke for eval_identity_audit.py.
bench/eval_input_audit_ci_smoke.py,eval_input_audit_ci_smoke.py,eval,bench/eval_input_audit.py,True,6911,191,True,True,Stdlib-only CI smoke gate for eval input audits.
bench/eval_length_bucket_report_ci_smoke.py,eval_length_bucket_report_ci_smoke.py,eval,bench/eval_length_bucket_report.py,True,1194,46,True,True,CI smoke gate for eval prompt-length bucket reporting.
bench/eval_margin_audit_ci_smoke.py,eval_margin_audit_ci_smoke.py,eval,bench/eval_margin_audit.py,True,5718,160,True,True,Stdlib-only CI smoke gate for eval margin audits.
bench/eval_outcome_audit_ci_smoke.py,eval_outcome_audit_ci_smoke.py,eval,bench/eval_outcome_audit.py,True,5348,144,True,True,Stdlib-only CI smoke gate for eval outcome bucket audits.
bench/eval_pairing_audit_ci_smoke.py,eval_pairing_audit_ci_smoke.py,eval,bench/eval_pairing_audit.py,True,5373,118,True,True,Stdlib-only CI smoke gate for HolyC-vs-llama eval pairing audits.
bench/eval_perf_scorecard_ci_smoke.py,eval_perf_scorecard_ci_smoke.py,eval,bench/eval_perf_scorecard.py,True,3235,111,True,True,CI smoke gate for eval/perf scorecards.
bench/eval_prediction_coverage_audit_ci_smoke.py,eval_prediction_coverage_audit_ci_smoke.py,eval,bench/eval_prediction_coverage_audit.py,True,3284,106,True,True,Smoke gate for eval_prediction_coverage_audit.py.
bench/eval_prompt_hash_audit_ci_smoke.py,eval_prompt_hash_audit_ci_smoke.py,eval,bench/eval_prompt_hash_audit.py,True,4535,135,True,True,Stdlib-only CI smoke gate for eval prompt hash audits.
bench/eval_quant_delta_audit_ci_smoke.py,eval_quant_delta_audit_ci_smoke.py,eval,bench/eval_quant_delta_audit.py,True,3736,106,True,True,CI smoke gate for eval quantization delta audits.
bench/eval_rank_audit_ci_smoke.py,eval_rank_audit_ci_smoke.py,eval,bench/eval_rank_audit.py,True,5645,162,True,True,Stdlib-only CI smoke gate for eval rank audits.
bench/eval_record_order_audit_ci_smoke.py,eval_record_order_audit_ci_smoke.py,eval,bench/eval_record_order_audit.py,True,3098,91,True,True,Smoke gate for eval_record_order_audit.py.
bench/eval_report_audit_ci_smoke.py,eval_report_audit_ci_smoke.py,eval,bench/eval_report_audit.py,True,5412,149,True,True,Stdlib-only CI smoke gate for eval report consistency audits.
bench/eval_repro_audit_ci_smoke.py,eval_repro_audit_ci_smoke.py,eval,bench/eval_repro_audit.py,True,2094,78,True,True,CI smoke gate for eval reproducibility metadata audits.
bench/eval_result_index_ci_smoke.py,eval_result_index_ci_smoke.py,eval,bench/eval_result_index.py,True,5160,160,True,True,Smoke gate for eval_result_index.py.
bench/eval_score_delta_audit_ci_smoke.py,eval_score_delta_audit_ci_smoke.py,eval,bench/eval_score_delta_audit.py,True,1297,49,True,True,Smoke gate for eval_score_delta_audit.py.
bench/eval_score_order_audit_ci_smoke.py,eval_score_order_audit_ci_smoke.py,eval,bench/eval_score_order_audit.py,True,4217,119,True,True,Stdlib-only CI smoke gate for eval score order audits.
bench/eval_score_parity_audit_ci_smoke.py,eval_score_parity_audit_ci_smoke.py,eval,bench/eval_score_parity_audit.py,True,5074,147,True,True,Stdlib-only CI smoke gate for eval_score_parity_audit.py.
bench/eval_score_scale_audit_ci_smoke.py,eval_score_scale_audit_ci_smoke.py,eval,bench/eval_score_scale_audit.py,True,4604,135,True,True,Stdlib-only CI smoke gate for eval score-scale audits.
bench/eval_score_sparsity_audit_ci_smoke.py,eval_score_sparsity_audit_ci_smoke.py,eval,bench/eval_score_sparsity_audit.py,True,4876,149,True,True,Stdlib-only CI smoke gate for eval score sparsity audits.
bench/eval_significance_audit_ci_smoke.py,eval_significance_audit_ci_smoke.py,eval,bench/eval_significance_audit.py,True,4856,120,True,True,Stdlib-only smoke gate for eval significance auditing.
bench/eval_slice_coverage_audit_ci_smoke.py,eval_slice_coverage_audit_ci_smoke.py,eval,bench/eval_slice_coverage_audit.py,True,4650,136,True,True,Smoke gate for eval_slice_coverage_audit.py.
bench/eval_suite_summary_ci_smoke.py,eval_suite_summary_ci_smoke.py,eval,bench/eval_suite_summary.py,True,4115,125,True,True,Smoke gate for eval_suite_summary.py.
bench/eval_tie_audit_ci_smoke.py,eval_tie_audit_ci_smoke.py,eval,bench/eval_tie_audit.py,True,1904,72,True,True,CI smoke runner for eval_tie_audit.
bench/eval_topk_overlap_audit_ci_smoke.py,eval_topk_overlap_audit_ci_smoke.py,eval,bench/eval_topk_overlap_audit.py,True,3321,102,True,True,CI smoke coverage for eval_topk_overlap_audit.py.
bench/eval_workload_estimate_ci_smoke.py,eval_workload_estimate_ci_smoke.py,eval,bench/eval_workload_estimate.py,True,5194,138,True,True,Stdlib-only smoke gate for offline eval workload estimates.
bench/hceval_budget_audit_ci_smoke.py,hceval_budget_audit_ci_smoke.py,hceval,bench/hceval_budget_audit.py,True,4342,126,True,True,Smoke gate for HCEval binary budget audit.
bench/hceval_bundle_audit_ci_smoke.py,hceval_bundle_audit_ci_smoke.py,hceval,bench/hceval_bundle_audit.py,True,1048,39,True,True,CI smoke entry point for the host-side HCEval bundle audit.
bench/hceval_choice_semantics_audit_ci_smoke.py,hceval_choice_semantics_audit_ci_smoke.py,hceval,bench/hceval_choice_semantics_audit.py,True,3547,106,True,True,CI smoke gate for packed HCEval choice semantics auditing.
bench/hceval_diff_ci_smoke.py,hceval_diff_ci_smoke.py,hceval,bench/hceval_diff.py,True,3199,96,True,True,Smoke gate for HCEval binary diff reports.
bench/hceval_export_roundtrip_audit_ci_smoke.py,hceval_export_roundtrip_audit_ci_smoke.py,hceval,bench/hceval_export_roundtrip_audit.py,True,5888,165,True,True,Stdlib-only smoke gate for hceval_export_roundtrip_audit.py.
bench/hceval_metadata_audit_ci_smoke.py,hceval_metadata_audit_ci_smoke.py,hceval,bench/hceval_metadata_audit.py,True,3859,110,True,True,CI smoke gate for packed HCEval metadata auditing.
bench/hceval_provenance_audit_ci_smoke.py,hceval_provenance_audit_ci_smoke.py,hceval,bench/hceval_provenance_audit.py,True,4997,142,True,True,Stdlib-only smoke gate for hceval_provenance_audit.py.
bench/hceval_record_identity_audit_ci_smoke.py,hceval_record_identity_audit_ci_smoke.py,hceval,bench/hceval_record_identity_audit.py,True,5419,136,True,True,Smoke gate for packed HCEval record identity auditing.
bench/hceval_suite_audit_ci_smoke.py,hceval_suite_audit_ci_smoke.py,hceval,bench/hceval_suite_audit.py,True,5642,163,True,True,Stdlib-only smoke gate for hceval_suite_audit.py.
bench/perf_ci_gate_ci_smoke.py,perf_ci_gate_ci_smoke.py,perf,bench/perf_ci_gate.py,True,3516,88,True,True,Stdlib-only smoke test for perf_ci_gate.py.
bench/perf_ci_smoke.py,perf_ci_smoke.py,perf,bench/perf.py,False,92496,2173,True,True,Stdlib-only CI smoke gate for host-side perf regression dashboards.
bench/perf_regression_ci_smoke.py,perf_regression_ci_smoke.py,perf,bench/perf_regression.py,True,8282,231,True,True,Stdlib-only smoke test for perf_regression.py.
bench/perf_slo_audit_ci_smoke.py,perf_slo_audit_ci_smoke.py,perf,bench/perf_slo_audit.py,True,5440,152,True,True,Stdlib-only CI smoke gate for perf_slo_audit.py.
