source,name,area,paired_tool,paired_tool_exists,bytes,lines,has_shebang,has_main_guard,docstring
bench/perplexity_compare_ci_smoke.py,perplexity_compare_ci_smoke.py,eval,bench/perplexity_compare.py,True,7667,212,True,True,Stdlib-only CI smoke gate for HolyC-vs-llama perplexity comparison.
bench/perplexity_input_audit_ci_smoke.py,perplexity_input_audit_ci_smoke.py,eval,bench/perplexity_input_audit.py,True,5153,130,True,True,Stdlib-only CI smoke gate for perplexity input artifact auditing.
bench/perplexity_pairing_audit_ci_smoke.py,perplexity_pairing_audit_ci_smoke.py,eval,bench/perplexity_pairing_audit.py,True,2969,77,True,True,CI smoke for perplexity_pairing_audit.py.
bench/prompt_audit_ci_smoke.py,prompt_audit_ci_smoke.py,prompt,bench/prompt_audit.py,True,6589,185,True,True,Stdlib-only CI smoke checks for prompt audit drift gates.
bench/prompt_length_audit_ci_smoke.py,prompt_length_audit_ci_smoke.py,prompt,bench/prompt_length_audit.py,True,1911,62,True,True,Smoke gate for prompt length coverage audit.
bench/prompt_suite_compare_ci_smoke.py,prompt_suite_compare_ci_smoke.py,prompt,bench/prompt_suite_compare.py,True,4414,111,True,True,Stdlib-only CI smoke gate for prompt suite comparison.
bench/qemu_args_policy_audit_ci_smoke.py,qemu_args_policy_audit_ci_smoke.py,qemu,bench/qemu_args_policy_audit.py,True,7973,159,True,True,Stdlib-only smoke gate for QEMU args policy auditing.
bench/qemu_artifact_budget_audit_ci_smoke.py,qemu_artifact_budget_audit_ci_smoke.py,qemu,bench/qemu_artifact_budget_audit.py,True,7039,192,True,True,Stdlib-only CI smoke gate for QEMU artifact budget audits.
bench/qemu_artifact_network_text_audit_ci_smoke.py,qemu_artifact_network_text_audit_ci_smoke.py,qemu,bench/qemu_artifact_network_text_audit.py,True,7453,161,True,True,Smoke gate for qemu_artifact_network_text_audit.py.
bench/qemu_artifact_path_audit_ci_smoke.py,qemu_artifact_path_audit_ci_smoke.py,qemu,bench/qemu_artifact_path_audit.py,True,5793,131,True,True,Smoke gate for qemu_artifact_path_audit.py.
bench/qemu_artifact_reference_audit_ci_smoke.py,qemu_artifact_reference_audit_ci_smoke.py,qemu,bench/qemu_artifact_reference_audit.py,True,4627,132,True,True,Stdlib-only CI smoke gate for QEMU artifact reference audit.
bench/qemu_artifact_schema_audit_ci_smoke.py,qemu_artifact_schema_audit_ci_smoke.py,qemu,bench/qemu_artifact_schema_audit.py,True,3208,98,True,True,Smoke gate for QEMU artifact schema audits.
bench/qemu_artifact_secret_audit_ci_smoke.py,qemu_artifact_secret_audit_ci_smoke.py,qemu,bench/qemu_artifact_secret_audit.py,True,5995,138,True,True,Smoke gate for qemu_artifact_secret_audit.py.
bench/qemu_benchmark_matrix_audit_ci_smoke.py,qemu_benchmark_matrix_audit_ci_smoke.py,qemu,bench/qemu_benchmark_matrix_audit.py,True,2570,76,True,True,Smoke test for qemu_benchmark_matrix_audit.py.
bench/qemu_benchmark_matrix_ci_smoke.py,qemu_benchmark_matrix_ci_smoke.py,qemu,bench/qemu_benchmark_matrix.py,True,2277,74,True,True,Smoke test for qemu_benchmark_matrix.py.
bench/qemu_block_device_policy_audit_ci_smoke.py,qemu_block_device_policy_audit_ci_smoke.py,qemu,bench/qemu_block_device_policy_audit.py,True,4882,133,True,True,Smoke gate for QEMU block-device policy auditing.
bench/qemu_build_throughput_scorecard_ci_smoke.py,qemu_build_throughput_scorecard_ci_smoke.py,qemu,bench/qemu_build_throughput_scorecard.py,True,6712,146,True,True,Stdlib-only CI smoke gate for QEMU build throughput scorecard.
bench/qemu_command_fingerprint_audit_ci_smoke.py,qemu_command_fingerprint_audit_ci_smoke.py,qemu,bench/qemu_command_fingerprint_audit.py,True,5285,150,True,True,Stdlib-only CI smoke gate for qemu_command_fingerprint_audit.py.
bench/qemu_cpu_accounting_audit_ci_smoke.py,qemu_cpu_accounting_audit_ci_smoke.py,qemu,bench/qemu_cpu_accounting_audit.py,True,3065,92,True,True,Smoke gate for qemu_cpu_accounting_audit.py.
bench/qemu_csv_parity_audit_ci_smoke.py,qemu_csv_parity_audit_ci_smoke.py,qemu,bench/qemu_csv_parity_audit.py,True,5855,158,True,True,Stdlib-only CI smoke gate for QEMU CSV parity audits.
bench/qemu_display_policy_audit_ci_smoke.py,qemu_display_policy_audit_ci_smoke.py,qemu,bench/qemu_display_policy_audit.py,True,2655,77,True,True,Smoke gate for QEMU display policy audit.
bench/qemu_environment_audit_ci_smoke.py,qemu_environment_audit_ci_smoke.py,qemu,bench/qemu_environment_audit.py,True,6069,162,True,True,Stdlib-only CI smoke gate for qemu_environment_audit.py.
bench/qemu_executable_audit_ci_smoke.py,qemu_executable_audit_ci_smoke.py,qemu,bench/qemu_executable_audit.py,True,3807,103,True,True,Stdlib-only CI smoke gate for qemu_executable_audit.py.
bench/qemu_exit_class_audit_ci_smoke.py,qemu_exit_class_audit_ci_smoke.py,qemu,bench/qemu_exit_class_audit.py,True,4138,121,True,True,Stdlib-only CI smoke gate for qemu_exit_class_audit.py.
bench/qemu_exit_rate_audit_ci_smoke.py,qemu_exit_rate_audit_ci_smoke.py,qemu,bench/qemu_exit_rate_audit.py,True,4626,126,True,True,Stdlib-only CI smoke gate for qemu_exit_rate_audit.py.
bench/qemu_failure_audit_ci_smoke.py,qemu_failure_audit_ci_smoke.py,qemu,bench/qemu_failure_audit.py,True,4279,124,True,True,Stdlib-only CI smoke gate for qemu_failure_audit.py.
bench/qemu_failure_reason_audit_ci_smoke.py,qemu_failure_reason_audit_ci_smoke.py,qemu,bench/qemu_failure_reason_audit.py,True,4589,127,True,True,Stdlib-only CI smoke gate for qemu_failure_reason_audit.py.
bench/qemu_host_env_policy_audit_ci_smoke.py,qemu_host_env_policy_audit_ci_smoke.py,qemu,bench/qemu_host_env_policy_audit.py,True,2252,72,True,True,Smoke gate for host environment policy audits.
bench/qemu_host_filesystem_share_audit_ci_smoke.py,qemu_host_filesystem_share_audit_ci_smoke.py,qemu,bench/qemu_host_filesystem_share_audit.py,True,5110,136,True,True,Smoke gate for QEMU host filesystem share auditing.
bench/qemu_host_overhead_audit_ci_smoke.py,qemu_host_overhead_audit_ci_smoke.py,qemu,bench/qemu_host_overhead_audit.py,True,5542,148,True,True,Stdlib-only CI smoke gate for qemu_host_overhead_audit.py.
bench/qemu_identity_audit_ci_smoke.py,qemu_identity_audit_ci_smoke.py,qemu,bench/qemu_identity_audit.py,True,3337,105,True,True,Stdlib-only CI smoke gate for qemu_identity_audit.py.
bench/qemu_image_reference_audit_ci_smoke.py,qemu_image_reference_audit_ci_smoke.py,qemu,bench/qemu_image_reference_audit.py,True,2603,80,True,True,Smoke gate for qemu_image_reference_audit.py.
bench/qemu_input_provenance_audit_ci_smoke.py,qemu_input_provenance_audit_ci_smoke.py,qemu,bench/qemu_input_provenance_audit.py,True,3434,91,True,True,Smoke gate for qemu_input_provenance_audit.py.
bench/qemu_iteration_coverage_audit_ci_smoke.py,qemu_iteration_coverage_audit_ci_smoke.py,qemu,bench/qemu_iteration_coverage_audit.py,True,4486,117,True,True,Stdlib-only CI smoke gate for qemu_iteration_coverage_audit.py.
bench/qemu_latency_distribution_audit_ci_smoke.py,qemu_latency_distribution_audit_ci_smoke.py,qemu,bench/qemu_latency_distribution_audit.py,True,4469,114,True,True,Stdlib-only CI smoke gate for qemu_latency_distribution_audit.py.
bench/qemu_latest_alias_audit_ci_smoke.py,qemu_latest_alias_audit_ci_smoke.py,qemu,bench/qemu_latest_alias_audit.py,True,2341,75,True,True,CI smoke for qemu_latest_alias_audit.
bench/qemu_launch_integrity_audit_ci_smoke.py,qemu_launch_integrity_audit_ci_smoke.py,qemu,bench/qemu_launch_integrity_audit.py,True,5172,137,True,True,Stdlib-only CI smoke gate for QEMU launch integrity audits.
bench/qemu_launch_jsonl_parity_audit_ci_smoke.py,qemu_launch_jsonl_parity_audit_ci_smoke.py,qemu,bench/qemu_launch_jsonl_parity_audit.py,True,5464,161,True,True,Stdlib-only smoke gate for qemu_launch_jsonl_parity_audit.py.
bench/qemu_launch_order_audit_ci_smoke.py,qemu_launch_order_audit_ci_smoke.py,qemu,bench/qemu_launch_order_audit.py,True,3877,109,True,True,Stdlib-only CI smoke gate for qemu_launch_order_audit.py.
bench/qemu_launch_profile_audit_ci_smoke.py,qemu_launch_profile_audit_ci_smoke.py,qemu,bench/qemu_launch_profile_audit.py,True,3768,97,True,True,Smoke gate for qemu_launch_profile_audit.py.
bench/qemu_matrix_budget_audit_ci_smoke.py,qemu_matrix_budget_audit_ci_smoke.py,qemu,bench/qemu_matrix_budget_audit.py,True,4943,146,True,True,CI smoke for qemu_matrix_budget_audit.py.
bench/qemu_matrix_plan_diff_ci_smoke.py,qemu_matrix_plan_diff_ci_smoke.py,qemu,bench/qemu_matrix_plan_diff.py,True,3227,98,True,True,Smoke gate for qemu_matrix_plan_diff.py.
bench/qemu_matrix_result_coverage_audit_ci_smoke.py,qemu_matrix_result_coverage_audit_ci_smoke.py,qemu,bench/qemu_matrix_result_coverage_audit.py,True,1945,64,True,True,Smoke test for qemu_matrix_result_coverage_audit.py.
bench/qemu_memory_accounting_audit_ci_smoke.py,qemu_memory_accounting_audit_ci_smoke.py,qemu,bench/qemu_memory_accounting_audit.py,True,4701,131,True,True,Stdlib-only CI smoke gate for qemu_memory_accounting_audit.py.
bench/qemu_nic_cardinality_audit_ci_smoke.py,qemu_nic_cardinality_audit_ci_smoke.py,qemu,bench/qemu_nic_cardinality_audit.py,True,2709,86,True,True,Smoke gate for QEMU NIC cardinality audit.
bench/qemu_output_determinism_audit_ci_smoke.py,qemu_output_determinism_audit_ci_smoke.py,qemu,bench/qemu_output_determinism_audit.py,True,3943,105,True,True,Stdlib-only CI smoke gate for QEMU output determinism audit.
bench/qemu_phase_sequence_audit_ci_smoke.py,qemu_phase_sequence_audit_ci_smoke.py,qemu,bench/qemu_phase_sequence_audit.py,True,3957,119,True,True,Stdlib-only CI smoke gate for qemu_phase_sequence_audit.py.
bench/qemu_phase_summary_consistency_audit_ci_smoke.py,qemu_phase_summary_consistency_audit_ci_smoke.py,qemu,bench/qemu_phase_summary_consistency_audit.py,True,680,29,True,True,CI smoke entry point for QEMU phase summary consistency audits.
bench/qemu_prompt_balance_audit_ci_smoke.py,qemu_prompt_balance_audit_ci_smoke.py,qemu,bench/qemu_prompt_balance_audit.py,True,3163,83,True,True,Stdlib-only CI smoke gate for qemu_prompt_balance_audit.py.
bench/qemu_prompt_bench_ci_smoke.py,qemu_prompt_bench_ci_smoke.py,qemu,bench/qemu_prompt_bench.py,True,30517,745,True,True,Stdlib-only CI smoke gate for qemu_prompt_bench.py artifacts.
bench/qemu_prompt_budget_audit_ci_smoke.py,qemu_prompt_budget_audit_ci_smoke.py,qemu,bench/qemu_prompt_budget_audit.py,True,4952,128,True,True,Stdlib-only CI smoke gate for QEMU prompt budget audit.
bench/qemu_prompt_coverage_audit_ci_smoke.py,qemu_prompt_coverage_audit_ci_smoke.py,qemu,bench/qemu_prompt_coverage_audit.py,True,8284,209,True,True,Stdlib-only CI smoke gate for QEMU prompt coverage audit artifacts.
bench/qemu_prompt_echo_audit_ci_smoke.py,qemu_prompt_echo_audit_ci_smoke.py,qemu,bench/qemu_prompt_echo_audit.py,True,2704,80,True,True,Smoke gate for qemu_prompt_echo_audit.py.
bench/qemu_prompt_efficiency_audit_ci_smoke.py,qemu_prompt_efficiency_audit_ci_smoke.py,qemu,bench/qemu_prompt_efficiency_audit.py,True,4592,119,True,True,Stdlib-only CI smoke gate for QEMU prompt efficiency audit.
bench/qemu_prompt_id_audit_ci_smoke.py,qemu_prompt_id_audit_ci_smoke.py,qemu,bench/qemu_prompt_id_audit.py,True,4280,116,True,True,Stdlib-only CI smoke gate for qemu_prompt_id_audit.py.
bench/qemu_prompt_length_bucket_audit_ci_smoke.py,qemu_prompt_length_bucket_audit_ci_smoke.py,qemu,bench/qemu_prompt_length_bucket_audit.py,True,5617,164,True,True,Stdlib-only smoke gate for qemu_prompt_length_bucket_audit.py.
bench/qemu_prompt_outlier_audit_ci_smoke.py,qemu_prompt_outlier_audit_ci_smoke.py,qemu,bench/qemu_prompt_outlier_audit.py,True,3922,104,True,True,Stdlib-only CI smoke gate for qemu_prompt_outlier_audit.py.
bench/qemu_prompt_schema_audit_ci_smoke.py,qemu_prompt_schema_audit_ci_smoke.py,qemu,bench/qemu_prompt_schema_audit.py,True,6138,164,True,True,Stdlib-only CI smoke gate for QEMU prompt schema audit artifacts.
bench/qemu_prompt_sidecar_audit_ci_smoke.py,qemu_prompt_sidecar_audit_ci_smoke.py,qemu,bench/qemu_prompt_sidecar_audit.py,True,1828,44,True,True,Smoke gate for qemu_prompt_sidecar_audit.py.
bench/qemu_prompt_source_audit_ci_smoke.py,qemu_prompt_source_audit_ci_smoke.py,qemu,bench/qemu_prompt_source_audit.py,True,4569,124,True,True,Stdlib-only CI smoke gate for qemu_prompt_source_audit.py.
bench/qemu_quant_coverage_audit_ci_smoke.py,qemu_quant_coverage_audit_ci_smoke.py,qemu,bench/qemu_quant_coverage_audit.py,True,5617,152,True,True,Stdlib-only CI smoke gate for qemu_quant_coverage_audit.py.
bench/qemu_quant_pairing_audit_ci_smoke.py,qemu_quant_pairing_audit_ci_smoke.py,qemu,bench/qemu_quant_pairing_audit.py,True,3525,101,True,True,Stdlib-only smoke gate for qemu_quant_pairing_audit.py.
bench/qemu_replay_manifest_audit_ci_smoke.py,qemu_replay_manifest_audit_ci_smoke.py,qemu,bench/qemu_replay_manifest_audit.py,True,4215,107,True,True,CI smoke gate for qemu_replay_manifest_audit.py.
bench/qemu_replay_manifest_ci_smoke.py,qemu_replay_manifest_ci_smoke.py,qemu,bench/qemu_replay_manifest.py,True,3393,89,True,True,CI smoke gate for qemu_replay_manifest.py.
bench/qemu_resource_coverage_audit_ci_smoke.py,qemu_resource_coverage_audit_ci_smoke.py,qemu,bench/qemu_resource_coverage_audit.py,True,3730,106,True,True,Stdlib-only CI smoke gate for qemu_resource_coverage_audit.py.
bench/qemu_result_freshness_audit_ci_smoke.py,qemu_result_freshness_audit_ci_smoke.py,qemu,bench/qemu_result_freshness_audit.py,True,2491,90,True,True,CI smoke for qemu_result_freshness_audit.
bench/qemu_result_retention_audit_ci_smoke.py,qemu_result_retention_audit_ci_smoke.py,qemu,bench/qemu_result_retention_audit.py,True,5495,136,True,True,Stdlib-only CI smoke gate for qemu_result_retention_audit.py.
bench/qemu_result_uniqueness_audit_ci_smoke.py,qemu_result_uniqueness_audit_ci_smoke.py,qemu,bench/qemu_result_uniqueness_audit.py,True,4521,118,True,True,Stdlib-only CI smoke gate for qemu_result_uniqueness_audit.py.
bench/qemu_seed_audit_ci_smoke.py,qemu_seed_audit_ci_smoke.py,qemu,bench/qemu_seed_audit.py,True,4055,113,True,True,Stdlib-only CI smoke gate for qemu_seed_audit.py.
bench/qemu_serial_accounting_audit_ci_smoke.py,qemu_serial_accounting_audit_ci_smoke.py,qemu,bench/qemu_serial_accounting_audit.py,True,4150,120,True,True,Stdlib-only CI smoke gate for qemu_serial_accounting_audit.py.
bench/qemu_serial_endpoint_audit_ci_smoke.py,qemu_serial_endpoint_audit_ci_smoke.py,qemu,bench/qemu_serial_endpoint_audit.py,True,2576,76,True,True,Smoke gate for QEMU serial endpoint audit.
bench/qemu_serial_payload_audit_ci_smoke.py,qemu_serial_payload_audit_ci_smoke.py,qemu,bench/qemu_serial_payload_audit.py,True,2812,97,True,True,Smoke gate for qemu_serial_payload_audit.py.
bench/qemu_source_audit_ci_smoke.py,qemu_source_audit_ci_smoke.py,qemu,bench/qemu_source_audit.py,True,8420,241,True,True,Stdlib-only CI smoke gate for QEMU source air-gap auditing.
bench/qemu_status_audit_ci_smoke.py,qemu_status_audit_ci_smoke.py,qemu,bench/qemu_status_audit.py,True,5582,147,True,True,Stdlib-only CI smoke gate for qemu_status_audit.py.
bench/qemu_stdio_hygiene_audit_ci_smoke.py,qemu_stdio_hygiene_audit_ci_smoke.py,qemu,bench/qemu_stdio_hygiene_audit.py,True,4025,114,True,True,Stdlib-only CI smoke gate for qemu_stdio_hygiene_audit.py.
bench/qemu_summary_consistency_audit_ci_smoke.py,qemu_summary_consistency_audit_ci_smoke.py,qemu,bench/qemu_summary_consistency_audit.py,True,5709,151,True,True,Stdlib-only CI smoke gate for QEMU summary consistency audits.
bench/qemu_throughput_stability_audit_ci_smoke.py,qemu_throughput_stability_audit_ci_smoke.py,qemu,bench/qemu_throughput_stability_audit.py,True,4312,108,True,True,Stdlib-only CI smoke gate for qemu_throughput_stability_audit.py.
bench/qemu_timeout_margin_audit_ci_smoke.py,qemu_timeout_margin_audit_ci_smoke.py,qemu,bench/qemu_timeout_margin_audit.py,True,4195,120,True,True,Stdlib-only CI smoke gate for qemu_timeout_margin_audit.py.
bench/qemu_timeout_recommend_ci_smoke.py,qemu_timeout_recommend_ci_smoke.py,qemu,bench/qemu_timeout_recommend.py,True,3874,120,True,True,Smoke gate for QEMU timeout recommendation reporting.
bench/qemu_timestamp_audit_ci_smoke.py,qemu_timestamp_audit_ci_smoke.py,qemu,bench/qemu_timestamp_audit.py,True,5980,164,True,True,Stdlib-only CI smoke gate for QEMU timestamp audits.
bench/qemu_timing_consistency_audit_ci_smoke.py,qemu_timing_consistency_audit_ci_smoke.py,qemu,bench/qemu_timing_consistency_audit.py,True,3556,108,True,True,Smoke gate for qemu_timing_consistency_audit.py.
bench/qemu_token_accounting_audit_ci_smoke.py,qemu_token_accounting_audit_ci_smoke.py,qemu,bench/qemu_token_accounting_audit.py,True,5919,157,True,True,Stdlib-only CI smoke gate for qemu_token_accounting_audit.py.
bench/qemu_token_latency_audit_ci_smoke.py,qemu_token_latency_audit_ci_smoke.py,qemu,bench/qemu_token_latency_audit.py,True,627,29,True,True,CI smoke entry point for QEMU token latency audits.
bench/qemu_ttft_audit_ci_smoke.py,qemu_ttft_audit_ci_smoke.py,qemu,bench/qemu_ttft_audit.py,True,4012,121,True,True,Stdlib-only CI smoke gate for qemu_ttft_audit.py.
bench/qemu_warmup_isolation_audit_ci_smoke.py,qemu_warmup_isolation_audit_ci_smoke.py,qemu,bench/qemu_warmup_isolation_audit.py,True,3909,108,True,True,Stdlib-only CI smoke gate for qemu_warmup_isolation_audit.py.
bench/quant_audit_ci_smoke.py,quant_audit_ci_smoke.py,quant,bench/quant_audit.py,True,20823,524,True,True,Stdlib-only smoke gate for quant_audit.py raw block checks.
bench/quant_block_compare_ci_smoke.py,quant_block_compare_ci_smoke.py,quant,bench/quant_block_compare.py,True,3432,110,True,True,Smoke gate for quant_block_compare.py.
bench/quant_manifest_audit_ci_smoke.py,quant_manifest_audit_ci_smoke.py,quant,bench/quant_manifest_audit.py,True,3879,118,True,True,Smoke gate for quant_manifest_audit.py.
bench/quant_manifest_padding_audit_ci_smoke.py,quant_manifest_padding_audit_ci_smoke.py,quant,bench/quant_manifest_padding_audit.py,True,5462,139,True,True,Stdlib-only smoke gate for quant manifest padding audit.
bench/quant_pair_manifest_audit_ci_smoke.py,quant_pair_manifest_audit_ci_smoke.py,quant,bench/quant_pair_manifest_audit.py,True,3585,94,True,True,Stdlib-only smoke gate for quant_pair_manifest_audit.py.
bench/quant_pair_size_audit_ci_smoke.py,quant_pair_size_audit_ci_smoke.py,quant,bench/quant_pair_size_audit.py,True,4404,114,True,True,Stdlib-only smoke gate for quant_pair_size_audit.py.
