source,status,generated_at,filename_stamp,row_count,parsed_row_timestamps,earliest_row_timestamp,latest_row_timestamp,max_row_skew_seconds,min_row_skew_seconds,error
bench/results/bench_matrix_20260428T152031Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-28T15:20:31Z,,4,4,2026-04-28T15:20:31Z,2026-04-28T15:20:31Z,0.0,0.0,
bench/results/bench_matrix_20260428T152031Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T152032Z.json,pass,2026-04-28T15:20:32Z,20260428T152032Z,4,4,2026-04-28T15:20:32Z,2026-04-28T15:20:32Z,0.0,0.0,
bench/results/bench_matrix_20260428T152031Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T15:20:32Z,,4,4,2026-04-28T15:20:32Z,2026-04-28T15:20:32Z,0.0,0.0,
bench/results/bench_matrix_20260428T172755Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T172755Z.json,pass,2026-04-28T17:27:55Z,20260428T172755Z,4,4,2026-04-28T17:27:55Z,2026-04-28T17:27:55Z,0.0,0.0,
bench/results/bench_matrix_20260428T172755Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-28T17:27:55Z,,4,4,2026-04-28T17:27:55Z,2026-04-28T17:27:55Z,0.0,0.0,
bench/results/bench_matrix_20260428T172755Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T172756Z.json,pass,2026-04-28T17:27:56Z,20260428T172756Z,4,4,2026-04-28T17:27:55Z,2026-04-28T17:27:56Z,0.0,-1.0,
bench/results/bench_matrix_20260428T172755Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T17:27:56Z,,4,4,2026-04-28T17:27:55Z,2026-04-28T17:27:56Z,0.0,-1.0,
bench/results/bench_matrix_20260428T200733Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T200733Z.json,pass,2026-04-28T20:07:33Z,20260428T200733Z,4,4,2026-04-28T20:07:33Z,2026-04-28T20:07:33Z,0.0,0.0,
bench/results/bench_matrix_20260428T200733Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-28T20:07:33Z,,4,4,2026-04-28T20:07:33Z,2026-04-28T20:07:33Z,0.0,0.0,
bench/results/bench_matrix_20260428T200733Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T200733Z.json,pass,2026-04-28T20:07:33Z,20260428T200733Z,4,4,2026-04-28T20:07:33Z,2026-04-28T20:07:33Z,0.0,0.0,
bench/results/bench_matrix_20260428T200733Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T20:07:33Z,,4,4,2026-04-28T20:07:33Z,2026-04-28T20:07:33Z,0.0,0.0,
bench/results/bench_matrix_20260428T225257Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T225257Z.json,pass,2026-04-28T22:52:57Z,20260428T225257Z,4,4,2026-04-28T22:52:57Z,2026-04-28T22:52:57Z,0.0,0.0,
bench/results/bench_matrix_20260428T225257Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-28T22:52:57Z,,4,4,2026-04-28T22:52:57Z,2026-04-28T22:52:57Z,0.0,0.0,
bench/results/bench_matrix_20260428T225257Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T225257Z.json,pass,2026-04-28T22:52:57Z,20260428T225257Z,4,4,2026-04-28T22:52:57Z,2026-04-28T22:52:57Z,0.0,0.0,
bench/results/bench_matrix_20260428T225257Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-28T22:52:57Z,,4,4,2026-04-28T22:52:57Z,2026-04-28T22:52:57Z,0.0,0.0,
bench/results/bench_matrix_20260429T094455Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260429T094456Z.json,pass,2026-04-29T09:44:56Z,20260429T094456Z,4,4,2026-04-29T09:44:56Z,2026-04-29T09:44:56Z,0.0,0.0,
bench/results/bench_matrix_20260429T094455Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,pass,2026-04-29T09:44:56Z,,4,4,2026-04-29T09:44:56Z,2026-04-29T09:44:56Z,0.0,0.0,
bench/results/bench_matrix_20260429T094455Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260429T094456Z.json,pass,2026-04-29T09:44:56Z,20260429T094456Z,4,4,2026-04-29T09:44:56Z,2026-04-29T09:44:56Z,0.0,0.0,
bench/results/bench_matrix_20260429T094455Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,pass,2026-04-29T09:44:56Z,,4,4,2026-04-29T09:44:56Z,2026-04-29T09:44:56Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260427T144137Z.json,pass,2026-04-27T14:41:37Z,20260427T144137Z,6,6,2026-04-27T14:41:37Z,2026-04-27T14:41:37Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260427T161259Z.json,pass,2026-04-27T16:12:59Z,20260427T161259Z,6,6,2026-04-27T16:12:58Z,2026-04-27T16:12:59Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260427T170437Z.json,pass,2026-04-27T17:04:37Z,20260427T170437Z,6,6,2026-04-27T17:04:36Z,2026-04-27T17:04:37Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260427T172021Z.json,pass,2026-04-27T17:20:21Z,20260427T172021Z,6,6,2026-04-27T17:20:21Z,2026-04-27T17:20:21Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260427T180219Z.json,pass,2026-04-27T18:02:19Z,20260427T180219Z,6,6,2026-04-27T18:02:18Z,2026-04-27T18:02:19Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260427T192232Z.json,pass,2026-04-27T19:22:32Z,20260427T192232Z,6,6,2026-04-27T19:22:32Z,2026-04-27T19:22:32Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260427T200233Z.json,pass,2026-04-27T20:02:33Z,20260427T200233Z,6,6,2026-04-27T20:02:33Z,2026-04-27T20:02:33Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260427T220828Z.json,pass,2026-04-27T22:08:28Z,20260427T220828Z,6,6,2026-04-27T22:08:28Z,2026-04-27T22:08:28Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260427T221951Z.json,pass,2026-04-27T22:19:51Z,20260427T221951Z,6,6,2026-04-27T22:19:51Z,2026-04-27T22:19:51Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260427T231904Z.json,pass,2026-04-27T23:19:04Z,20260427T231904Z,6,6,2026-04-27T23:19:04Z,2026-04-27T23:19:04Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260427T233253Z.json,pass,2026-04-27T23:32:53Z,20260427T233253Z,6,6,2026-04-27T23:32:52Z,2026-04-27T23:32:53Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260427T234033Z.json,pass,2026-04-27T23:40:33Z,20260427T234033Z,6,6,2026-04-27T23:40:33Z,2026-04-27T23:40:33Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260428T000110Z.json,pass,2026-04-28T00:01:10Z,20260428T000110Z,6,6,2026-04-28T00:01:10Z,2026-04-28T00:01:10Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260428T000650Z.json,pass,2026-04-28T00:06:50Z,20260428T000650Z,6,6,2026-04-28T00:06:49Z,2026-04-28T00:06:50Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260428T024600Z.json,pass,2026-04-28T02:46:00Z,20260428T024600Z,6,6,2026-04-28T02:45:59Z,2026-04-28T02:46:00Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260428T035203Z.json,pass,2026-04-28T03:52:03Z,20260428T035203Z,4,4,2026-04-28T03:52:03Z,2026-04-28T03:52:03Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260428T044520Z.json,pass,2026-04-28T04:45:20Z,20260428T044520Z,6,6,2026-04-28T04:45:19Z,2026-04-28T04:45:19Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260428T045336Z.json,pass,2026-04-28T04:53:36Z,20260428T045336Z,6,6,2026-04-28T04:53:36Z,2026-04-28T04:53:36Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260428T051723Z.json,pass,2026-04-28T05:17:23Z,20260428T051723Z,6,6,2026-04-28T05:17:23Z,2026-04-28T05:17:23Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260428T053208Z.json,pass,2026-04-28T05:32:08Z,20260428T053208Z,4,4,2026-04-28T05:32:07Z,2026-04-28T05:32:08Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260428T061952Z.json,pass,2026-04-28T06:19:52Z,20260428T061952Z,6,6,2026-04-28T06:19:51Z,2026-04-28T06:19:52Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260428T064752Z.json,pass,2026-04-28T06:47:52Z,20260428T064752Z,4,4,2026-04-28T06:47:51Z,2026-04-28T06:47:51Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260428T124220Z.json,pass,2026-04-28T12:42:20Z,20260428T124220Z,6,6,2026-04-28T12:42:20Z,2026-04-28T12:42:20Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260428T125149Z.json,pass,2026-04-28T12:51:49Z,20260428T125149Z,6,6,2026-04-28T12:51:48Z,2026-04-28T12:51:49Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260428T134519Z.json,pass,2026-04-28T13:45:19Z,20260428T134519Z,6,6,2026-04-28T13:45:18Z,2026-04-28T13:45:18Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260428T142810Z.json,pass,2026-04-28T14:28:10Z,20260428T142810Z,6,6,2026-04-28T14:28:08Z,2026-04-28T14:28:09Z,0.0,-2.0,
bench/results/qemu_prompt_bench_20260428T143901Z.json,pass,2026-04-28T14:39:01Z,20260428T143901Z,6,6,2026-04-28T14:39:00Z,2026-04-28T14:39:01Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260428T153243Z.json,pass,2026-04-28T15:32:43Z,20260428T153243Z,6,6,2026-04-28T15:32:42Z,2026-04-28T15:32:42Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260428T223835Z.json,pass,2026-04-28T22:38:35Z,20260428T223835Z,6,6,2026-04-28T22:38:35Z,2026-04-28T22:38:35Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260428T225239Z.json,pass,2026-04-28T22:52:39Z,20260428T225239Z,6,6,2026-04-28T22:52:39Z,2026-04-28T22:52:39Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260428T231320Z.json,pass,2026-04-28T23:13:20Z,20260428T231320Z,6,6,2026-04-28T23:13:20Z,2026-04-28T23:13:20Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T012002Z.json,pass,2026-04-29T01:20:02Z,20260429T012002Z,6,6,2026-04-29T01:20:01Z,2026-04-29T01:20:02Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T015022Z.json,pass,2026-04-29T01:50:22Z,20260429T015022Z,4,4,2026-04-29T01:50:22Z,2026-04-29T01:50:22Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T020052Z.json,pass,2026-04-29T02:00:52Z,20260429T020052Z,4,4,2026-04-29T02:00:51Z,2026-04-29T02:00:52Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T024845Z.json,pass,2026-04-29T02:48:45Z,20260429T024845Z,6,6,2026-04-29T02:48:45Z,2026-04-29T02:48:45Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T032337Z.json,pass,2026-04-29T03:23:37Z,20260429T032337Z,6,6,2026-04-29T03:23:37Z,2026-04-29T03:23:37Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T041410Z.json,pass,2026-04-29T04:14:10Z,20260429T041410Z,4,4,2026-04-29T04:14:10Z,2026-04-29T04:14:10Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T060039Z.json,pass,2026-04-29T06:00:39Z,20260429T060039Z,6,6,2026-04-29T06:00:38Z,2026-04-29T06:00:39Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T062942Z.json,pass,2026-04-29T06:29:42Z,20260429T062942Z,2,2,2026-04-29T06:29:42Z,2026-04-29T06:29:42Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T065359Z.json,pass,2026-04-29T06:53:59Z,20260429T065359Z,2,2,2026-04-29T06:53:59Z,2026-04-29T06:53:59Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T102512Z.json,pass,2026-04-29T10:25:12Z,20260429T102512Z,6,6,2026-04-29T10:25:12Z,2026-04-29T10:25:12Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T103312Z.json,pass,2026-04-29T10:33:12Z,20260429T103312Z,2,2,2026-04-29T10:33:11Z,2026-04-29T10:33:11Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T143532Z.json,pass,2026-04-29T14:35:32Z,20260429T143532Z,4,4,2026-04-29T14:35:31Z,2026-04-29T14:35:31Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T153144Z.json,pass,2026-04-29T15:31:44Z,20260429T153144Z,4,4,2026-04-29T15:31:39Z,2026-04-29T15:31:44Z,0.0,-5.0,
bench/results/qemu_prompt_bench_20260429T160551Z.json,pass,2026-04-29T16:05:51Z,20260429T160551Z,4,4,2026-04-29T16:05:50Z,2026-04-29T16:05:51Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T161025Z.json,pass,2026-04-29T16:10:25Z,20260429T161025Z,4,4,2026-04-29T16:10:22Z,2026-04-29T16:10:25Z,0.0,-3.0,
bench/results/qemu_prompt_bench_20260429T170155Z.json,pass,2026-04-29T17:01:55Z,20260429T170155Z,4,4,2026-04-29T17:01:54Z,2026-04-29T17:01:55Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T182259Z.json,pass,2026-04-29T18:22:59Z,20260429T182259Z,4,4,2026-04-29T18:22:59Z,2026-04-29T18:22:59Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T185635Z.json,pass,2026-04-29T18:56:35Z,20260429T185635Z,4,4,2026-04-29T18:56:33Z,2026-04-29T18:56:35Z,0.0,-2.0,
bench/results/qemu_prompt_bench_20260429T193606Z.json,pass,2026-04-29T19:36:06Z,20260429T193606Z,4,4,2026-04-29T19:36:05Z,2026-04-29T19:36:06Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T194305Z.json,pass,2026-04-29T19:43:05Z,20260429T194305Z,4,4,2026-04-29T19:43:05Z,2026-04-29T19:43:05Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T195949Z.json,pass,2026-04-29T19:59:49Z,20260429T195949Z,4,4,2026-04-29T19:59:48Z,2026-04-29T19:59:48Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T200845Z.json,pass,2026-04-29T20:08:45Z,20260429T200845Z,4,4,2026-04-29T20:08:44Z,2026-04-29T20:08:45Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T201750Z.json,pass,2026-04-29T20:17:50Z,20260429T201750Z,4,4,2026-04-29T20:17:50Z,2026-04-29T20:17:50Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T202417Z.json,pass,2026-04-29T20:24:17Z,20260429T202417Z,4,4,2026-04-29T20:24:16Z,2026-04-29T20:24:16Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260429T203225Z.json,pass,2026-04-29T20:32:25Z,20260429T203225Z,4,4,2026-04-29T20:32:25Z,2026-04-29T20:32:25Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T203914Z.json,pass,2026-04-29T20:39:14Z,20260429T203914Z,4,4,2026-04-29T20:39:14Z,2026-04-29T20:39:14Z,0.0,0.0,
bench/results/qemu_prompt_bench_20260429T230149Z.json,pass,2026-04-29T23:01:49Z,20260429T230149Z,4,4,2026-04-29T23:01:48Z,2026-04-29T23:01:49Z,0.0,-1.0,
bench/results/qemu_prompt_bench_20260501T171635Z.json,pass,2026-05-01T17:16:35Z,20260501T171635Z,4,4,2026-05-01T17:16:33Z,2026-05-01T17:16:35Z,0.0,-2.0,
bench/results/qemu_prompt_bench_latest.json,pass,2026-05-01T17:16:35Z,,4,4,2026-05-01T17:16:33Z,2026-05-01T17:16:35Z,0.0,-2.0,
